Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Stephan Thalmann,https://www.crunchbase.com/person/stephan-thalmann,Individual/Angel,1,1,"Germany, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Stephan Thalmann,1,,,,,,,,,,,,,,,,,"172,303"
Georg Zenker,https://www.crunchbase.com/person/georg-zenker,Individual/Angel,1,,"Graz, Steiermark, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Georg Zenker,1,,,,,,,https://www.linkedin.com/in/georgzenker1111,,,,,,,,,,"172,543"
Fredrik Posse,https://www.crunchbase.com/person/fredrik-posse-d589,Individual/Angel,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Fredrik Posse,1,,,,,,,,,,,,,,,,,"172,807"
Kat Borlongan,https://www.crunchbase.com/person/kat-borlongan,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kat Borlongan,1,,,,,,,https://www.linkedin.com/in/kat-borlongan-41157644,,,,,,,,,,"172,974"
Argyris Argyrou,https://www.crunchbase.com/person/argyris-argyrou,Individual/Angel,1,,"Nicosia, Nicosia, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Argyris Argyrou - Founder @ AtYourService,1,,,,,,,https://www.linkedin.com/in/aargyrou,,,,,,,,,,"173,262"
Mohammad Ahmed Al Ali,https://www.crunchbase.com/person/bader-al-ali,Individual/Angel,1,,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Mohammad Ahmed Al Ali,1,,,,,,,https://www.linkedin.com/in/mohammed-ahmed-al-ali-1230192b,,,,,,,,,,"173,531"
Eliska Went,https://www.crunchbase.com/person/eliska-went,Individual/Angel,1,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Eliska Went,1,,1,,,,,https://www.linkedin.com/in/eliskawent/,,,,,,,,,,"173,556"
Rupert Brenninkmeijer,https://www.crunchbase.com/person/rupert-brenninkmeijer,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Director of Growth Marketing @ Contentful | Angel investing | ex-GoCardless | ex-founder @ Dribble (now Midnite).,1,,,,,,,https://www.linkedin.com/in/rupertbrenninkmeijer,,,,,,,,,,"173,738"
Ivan Dubrovin,https://www.crunchbase.com/person/ivan-dubrovin-2d5d,Individual/Angel,1,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Ivan Dubrovin,1,,,,,,,,,,,,,Seed,,,,"173,854"
Engin Ayaz,https://www.crunchbase.com/person/engin-ayaz,Individual/Angel,1,1,"Istanbul, Turkey, Europe","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Engin Ayaz,1,,,,,,,,,,,,,,,,,"173,886"
Jim Baldy,https://www.crunchbase.com/person/jim-baldy,Individual/Angel,1,,"Singapore, Asia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Jim Baldy is Yugo Private Aviation. Attended to INSEAD Learning to Lead.,1,,,,,,,https://www.linkedin.com/in/jimbaldy/,,,,,,,,,,"173,946"
Ingo Holz,https://www.crunchbase.com/person/ingo-holz,Individual/Angel,1,,,,Ingo Holz,1,,,,,,,,,,,,,,,,,"174,687"
Tuğer Akkaya,https://www.crunchbase.com/person/tuğer-akkaya,Individual/Angel,1,,"Turkey, Europe","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Tuğer Akkaya is the founder at Shopbu,1,,,,,,,https://www.linkedin.com/in/tuger/?originalSubdomain=tr,,,,,,,,,,"175,074"
Kjell Clarysse,https://www.crunchbase.com/person/kjell-clarysse,Individual/Angel,1,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kjell Clarysse is a Founder of Forestbase.,1,,1,,,,,https://www.linkedin.com/in/kjellclarysse/,,,,,,,,,,"176,255"
Ale Schuvaks,https://www.crunchbase.com/person/ale-schuvaks,Individual/Angel,1,,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Experienced Managing Partner with a demonstrated history of working in the real estate industry. Skilled in Business Development, Finance, V...",1,,,,,,https://argis.fund/en/home,https://www.linkedin.com/in/aleschuvaks/,,,,,,,,,,"176,629"
Udaya Sharma,https://www.crunchbase.com/person/udaya-sharma-6de0,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Udaya Sharma,1,,1,,,,,https://www.linkedin.com/in/udaya-sharma-18a41a150/,,,,,,Seed,,,,"176,648"
Hanumantha Kumar,https://www.crunchbase.com/person/hanumantha-kumar,Individual/Angel,1,,"Dubai, United Arab Emirates, Asia","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Hanumantha Kumar,1,,,,,,,https://www.linkedin.com/in/mannem-hanumantha-kumar-8a36b074/,,,,,,,,,,"176,868"
Mecklenburg-Western Pomerania,https://www.crunchbase.com/organization/mecklenburg-western-pomerania,Venture Capital,1,,,,Mecklenburg-Western Pomerania is an investment company.,1,,1,Active,,,,,,,,,,"Early Stage Venture, Seed",For Profit,,Private,"177,660"
Kadri Ugand,https://www.crunchbase.com/person/kadri-ugand,Individual/Angel,1,,"Tallin, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Estonian entrepreneur Kadri Ugand is a Co-Founder of Tallinn-based game accelerator GameFounders. Kadri expands the mentor network, partners...",1,,,,,,,,,,,,,,,,,"177,678"
Jime Essink,https://www.crunchbase.com/person/jime-essink,Individual/Angel,1,,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Jime Essink,1,,,,,,,https://www.linkedin.com/in/jim%C3%A9-essink-0982201/,,,,,,,,,,"177,722"
Deniz Türkkan,https://www.crunchbase.com/person/deniz-türkkan,Individual/Angel,1,,,,Deniz Türkkan,1,,,,,,,,,,,,,,,,,"177,762"
Arsen Abdullin,https://www.crunchbase.com/person/arsen-abdullin,Individual/Angel,1,,"Chelyabinsk, Russian Federation, Europe","Europe, Middle East, and Africa (EMEA)",Arsen Abdullin,1,,,,,,,,,,,,,,,,,"178,384"
Hasan Alsoud,https://www.crunchbase.com/person/hasan-alsoud,Individual/Angel,1,,,,Hasan Alsoud,1,,1,,,,,,,,,,,,,,,"178,495"
Giancarlo Rocchietti,https://www.crunchbase.com/person/giancarlo-rocchietti,"Individual/Angel, Investment Partner",1,,"Torino, Piemonte, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Giancarlo Rocchietti is an entrepreneur, Business Angel, Founder and President at Club degli Investitori. In 1980, Giancarlo founded Euphon...",1,,,,,,,https://www.linkedin.com/in/giancarlo-rocchietti-197750135/,,,,,,,,,,"179,499"
Louis D'hondt,https://www.crunchbase.com/person/louis-d-hondt-30b4,Individual/Angel,1,,,,Louis D'hondt,1,,,,,,,,,,,,,,,,,"179,710"
Metin Berke Baspınar,https://www.crunchbase.com/person/metin-berke-başpınar-investor,Individual/Angel,1,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Metin Berke Baspinar was the Business Unit Manager for Urban Transportation of Siemens AS.,1,,,,,,,https://www.linkedin.com/in/metin-berke-baspinar-32846516,,,,,,,,,,"179,890"
Jochen Koenig,https://www.crunchbase.com/person/jochen-koenig,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","More than 13 years of experience in election campaigns, digital political communication as well as in the start-up and venture capital.  In ...",1,,,,,,https://civical.de/de,https://www.linkedin.com/in/jochenkoenig/,,,,,,Seed,,,,"180,344"
Ariadne Velissaropoulos,https://www.crunchbase.com/person/ariadne-velissaropoulos,Individual/Angel,1,,,,Ariadne Velissaropoulos is an individual investor.,1,,,,,,,,,,,,,,,,,"180,487"
Justus Kniffka,https://www.crunchbase.com/person/justus-kniffka,Individual/Angel,1,,"Switzerland, Europe","Europe, Middle East, and Africa (EMEA)","Justus Kniffka, managing director and CEO at shipping company Hanseatic Lloyd.",1,,,,,,,https://www.linkedin.com/in/justuskniffka,,,,,,,,,,"180,562"
Kadiweu,https://www.crunchbase.com/organization/kadiweu,,1,,,,Kadiweu,1,,,Active,,,,,,,,,,,For Profit,,Private,"180,976"
Dryden Brown,https://www.crunchbase.com/person/dryden-brown,Individual/Angel,1,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Dryden Brown,1,,,,,,,https://www.linkedin.com/in/dryden-brown-b977b159,,,,,,,,,,"181,012"
Eliott Zaquin,https://www.crunchbase.com/person/eliott-zaquin,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Eliott Zaquin,1,,,,,,,https://www.linkedin.com/in/eliott-zaquin-0b69a6106/,,,,,,,,,,"181,638"
Leonard Quack,https://www.crunchbase.com/person/leonard-quack,Individual/Angel,1,,"Berlin, Germany, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Leonard Quack is a founder of vergleich.org.,1,,,,,,,https://www.linkedin.com/in/lquack,,,,,,,,,,"181,911"
James Shanahan,https://www.crunchbase.com/person/james-shanahan,Individual/Angel,1,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",James Shanahan,1,,,,,,,https://sg.linkedin.com/in/jpshanahan,,,,,,,,,,"182,195"
Jörg Will,https://www.crunchbase.com/person/jörg-will,Individual/Angel,1,,"Bergtheim, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Jörg Will,1,,,,,,,https://www.linkedin.com/in/joerg-will,,,,,,,,,,"182,443"
Anna-Katharina Gussner,https://www.crunchbase.com/person/anna-katharina-gussner,Individual/Angel,1,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Anna-Katharina Gussner serves as Head of online marketing at NKM Naturkosmetik GmbH.,1,,,,,,,https://www.linkedin.com/in/anna-katharina-gussner-7974baa1/,,,,,,,,,,"182,672"
Dimple Patel,https://www.crunchbase.com/person/dimple-patel-2674,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Dimple Patel Chief Operating Officer at Trouva.,1,,,,,,,https://www.linkedin.com/in/dimple-patel-879637b5/,,,,,,,,,,"182,900"
Steffen Letzelter,https://www.crunchbase.com/person/steffen-letzelter,Individual/Angel,1,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Steffen Letzelter,1,,,,,,,https://www.linkedin.com/in/sletzelter,,,,,,,,,,"183,091"
Liga Treiliha,https://www.crunchbase.com/person/liga-treiliha,Individual/Angel,1,,"Riga, Riga, Latvia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Liga Treiliha - Managing Director of Creamfinance Latvia @ Creamfinance,1,,,,,,,https://www.linkedin.com/in/liga-treiliha-a187094,,,,,,,,,,"183,720"
Sebastian Amme,https://www.crunchbase.com/person/sebastian-amme,Individual/Angel,1,1,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sebastian Amme,1,,,,,,,https://www.linkedin.com/in/sebastianammeprofile,,,,,,,,,,"183,722"
Palle Broe,https://www.crunchbase.com/person/palle-broe,Individual/Angel,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia","Very keen to help startups and entrepreneurs. If you have questions/issues around: Scaling, Internationalization, Pricing, Packaging, Hiring...",1,,,,,,https://palle.substack.com/,https://www.linkedin.com/in/pallebroe/,,,,,,,,,,"183,766"
Beate Hild,https://www.crunchbase.com/person/beate-hild-d60e,Individual/Angel,1,,"Kelsterbach, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Beate Hild,1,,,,,,,,,,,,,Seed,,,,"183,946"
Kıvılcım Kocabıyık,https://www.crunchbase.com/person/kıvılcım-kocabıyık,Individual/Angel,1,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Kıvılcım Kocabıyık,1,,,,,,,https://www.linkedin.com/in/kivilcimkocabiyik,,,,,,,,,,"184,042"
Edward Eisler,https://www.crunchbase.com/person/edward-eisler-7e7b,Individual/Angel,1,,"England, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Edward Eisler is a Hedge Fund Manager.,1,,1,,,,,,,,,,,,,,,"184,356"
Michael Maximilian Schwarz,https://www.crunchbase.com/person/michael-schwarz-e87c,Individual/Angel,1,,,,Michael Maximilian Schwarz,1,,,,,,,https://www.linkedin.com/in/mmschwarz,,,,,,,,,,"184,365"
Kiril Klaturov,https://www.crunchbase.com/person/kiril-klaturov,Individual/Angel,1,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kiril Klaturov,1,,,,,,,https://www.linkedin.com/in/kklaturov,,,,,,,,,,"184,619"
Fernando Reani,https://www.crunchbase.com/person/fernando-reani-67d0,Individual/Angel,1,,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Fernando Reani is a Managing Director at Under Armour Australia & New Zealand,1,,,,,,,,,,,,,,,,,"185,046"
Reuben Selby,https://www.crunchbase.com/person/reuben-selby-8409,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Reuben Selby is the Founder and CEO of Contact.,1,,,,,,,https://www.linkedin.com/in/reuben-selby-789ba7a6,,,,,,,,,,"185,319"
Dimitris Tryfon,https://www.crunchbase.com/person/dimitris-tryfon-c924,Individual/Angel,1,,,,Dimitris Tryfon,1,,,,,,,https://www.linkedin.com/in/dimitris-tryfon-563475194,,,,,,,,,,"185,564"
Michael Casey,https://www.crunchbase.com/person/michael-casey-89d7,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Michael Casey is a  former CEO & Chairman of Holland & Barrett.,1,,,,,,,https://www.linkedin.com/in/michaelcasey/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=uk,,,,,,,,,,"185,920"
Erikas Virsilas,https://www.crunchbase.com/person/erikas-virsilas,Individual/Angel,1,,"Lithuania, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Erikas Virsilas,1,,,,,,,https://www.linkedin.com/in/erikas-virsilas/?originalSubdomain=lt,,,,,,,,,,"186,532"
Alan Morgan,https://www.crunchbase.com/person/alan-morgan-087d,Individual/Angel,1,,,,Alan Morgan,1,,,,,,,,,,,,,,,,,"186,618"
Jason Merszei,https://www.crunchbase.com/person/jason-merszei,"Individual/Angel, Investment Partner",1,,,,Jason Merszei is a Vice President for Sensata’s Global Safety and Mobility Segment.,1,,,,,,,https://www.linkedin.com/in/jason-merszei-604a01108,,,,,,,,,,"186,825"
David Hertog,https://www.crunchbase.com/person/david-hertog,Individual/Angel,1,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",David Hertog is the Chief Marketing Officer of Magnite. He holds a BA from Tufts University and an MBA from the University of Virginia’s Dar...,1,,,,,,,https://www.linkedin.com/in/dhertog,,,,,,,,,,"187,238"
Lois Day,https://www.crunchbase.com/person/lois-day-5b94,"Individual/Angel, Investment Partner",1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Lois Day is the Founding partner of 3SV Collective.,1,,,,,,,,,,,,,,,,,"187,682"
Silke Rickert Sperling,https://www.crunchbase.com/person/silke-rickert-sperling,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Silke Rickert Sperling,1,,,,,,,https://www.linkedin.com/in/silke-rickert-sperling-6395049/,,,,,,,,,,"187,759"
Patrick Brienen-Lucius,https://www.crunchbase.com/person/patrick-brienen,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Patrick Brienen-Lucius - Co-Founder and Chief Revenue Officer @ orderbird,1,,,,,,,https://www.linkedin.com/in/patrick-brienen-lucius-23699812b/,,,,,,,,,,"188,487"
John Rakowski,https://www.crunchbase.com/person/john-rakowski,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",John Rakowski,1,,,,,,,https://uk.linkedin.com/in/rakowski,,,,,,,,,,"189,324"
Gerry Devitt,https://www.crunchbase.com/person/gerry-devitt-8940,Individual/Angel,1,,"Ireland, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Gerry Devitt is a Managing Director at Harvest Financial Services,1,,1,,,,,https://www.linkedin.com/in/gerry-devitt-85410614/?originalSubdomain=ie,,,,,,,,,,"189,522"
Amanda Marie Cardinale,https://www.crunchbase.com/person/amanda-marie-cardinale,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Amanda Marie Cardinale,1,,,,,,,https://www.linkedin.com/in/amanda-marie-cardinale-49a57674/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=uk,,,,,,,,,,"189,931"
Tim Clauwaert,https://www.crunchbase.com/person/tim-clauwaert,Individual/Angel,1,1,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Tim Clauwaert is the founder and CEO of intuo.io (http://intuo.io/), a company recently acquired by Unit4. Passionate about people, business...",1,,,,,,,https://www.linkedin.com/pub/tim-clauwaert/36/269/840,,,,,,,,,,"190,916"
Marina Blum,https://www.crunchbase.com/person/marina-blum-dbcb,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Marina Blum,1,,,,,,,https://www.linkedin.com/in/marinablum/,,,,,,,,,,"191,243"
Dorte Bregnhøj,https://www.crunchbase.com/person/dorte-bregnhøj,Individual/Angel,1,,"Baia, Campania, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",partner and executive.,1,,,,,,,https://www.linkedin.com/in/dorte-bregnh%C3%B8j-24a2527,,,,,,,,,,"191,310"
Giancarlo Vergine,https://www.crunchbase.com/person/giancarlo-vergine,Individual/Angel,1,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Founder & Managing Partner @ Over Ventures | Equity Crowdfunding | Community Funding | Venture Scouting | Angel | Startup Advisor & Mentor ...,1,,,,,,https://www.overventures.com ,https://www.linkedin.com/in/giancarlo-vergine-06a49321,,,,,,"Crowdfunding, Early Stage Venture, Seed",,,,"191,318"
